Theme,Title,Poem
New Year,A good cheer your way,"A good cheer and celebration galore 

I wish that you get so much more 

This New Year smile all through 

Feel all blessed in the new 

Embrace the new vibe with your will 

Things will be good 

Trust your confidence and your skill 

Wish you a lovely new year, 

Happy New Year!"
New Year,It takes you ahead,"A new year is a road that takes you ahead 

To the destination of your dream

One-step closer to all your wishes 

And a step closer to what you realm 

New hope in the heart 

New aspirations for that perfect start 

Wish you have an amazing year,

Happy New Year!"
New Year,Change the way you think,"Change the way you look at things 

Change the way you see  

For New Year brings a new vibe  

A vibe that you will see 	 

Feel blessed in the New Year  

It will be your gain in life, 

When you smile all through  

Easy becomes the strive  

Wish you a lovely new year!  

With a great vibe!"
New Year,Little By Little,"Little by little, time slows down,

As we think about the year gone past.

But do not sadden yourself or frown,

For happiness is on your way to last.

Happy New Year to you and your family."
New Year,Change is just,"Change is just in the date 

It is never too early or too late 

You can always start afresh 

And, never ever blame your fate 

The coming year will be all bright 

Wish that you always see the light 

And darkness never comes to your side, 

Wish you a bright and happy new year!"
New Year,Welcome this year with,"Welcome this New Year with a new hope  

Yes, you will have all the scope  

Feel the love that is in the air  

You will find smiles everywhere  

Embrace the year with your charm  

It's almost here up in the arm  

Warmth and love for the coming year  

Make it special oh dear, 

Wish you a very happy New Year!"
New Year,The Year Has Finally Come To An End,"The year has finally come to an end,

But whine not, my dearest friend.

Let your courage surpass all your fears,

May all the doubts you had, be cleared. 

A Very Happy New Year To You & your loved ones."
New Year,The Past Has Gone By,"The past has gone by long ago, it is already history,

But the future is yet to come, it's the brand new mystery. 

So let go of all your bad experiences of the past,

May you have lovely memories this year forever to last. 

Have a Happy New Year."
New Year,Another year so good,"Another year is coming to an end,

Have you planned where will you spend?

This night is going to be awesome 

Because it will be the last day of the year 

So, forget everything and do cheer 

Because this year is going,

Wait for another bright start 

Where you would welcome it from your heart! 

Happy New Year!"
Father's Day,Your wish will be fulfilled,"Your wishes are just there 

Your thoughts are just random 

You sacrifice to see your family 

Happy all the while 

Even if you are in pain 

You make an effort to smile 

A father whose so special 

With all the love that you give 

Just want to thank you for every bit 

And all the love that you have for me 

You will remain a special part 

Always in my heart 

Wishing you a happy father's day 

Have a lovely day!"
Father's Day,You are so special,"Fathers are so special 

Fathers are always so right 

They fill your world with colors 

That makes you feel so bright 

Having a father like you beside 

I feel so blessed each day 

Thank you for all the love dad 

Thanks for being along the way 

I promise that I will not let you down 

I promise that I will surely make you proud 

Happy Father's day to you 

I simply love you!"
Father's Day,You are what you are,"You are the wisdom of life, 

You are the strength of the strive,

You are calmness of the shade 

You are spark of the jade 

You are generous when you need to be 

You have the knowledge like the sea,
 
You have the power to turn the tide, 

You are special, you are my pride, 

I love you so much dad, 

Happy Father's day to you!"
Father's Day,I Could Never Thank You,"You wake me up in the mornings with a smile,

You tell me that you love me every once in a while.

You spoilt me with gifts much more than I need,

You believe in me encourage me all the time to succeed. 

I could never thank you Dad for everything you are,

I will always love you like this, even if you're far."
Father's Day,Your Smile Is So Bright,"Your smile is so bright, it's brighter than even the sun,

Your optimistic nature is so contagious, I have not seen it in anyone.

Your happiness means the world to me Daddy, cause you are so dear

Whenever I'm two minds I turn to you, and everything becomes so clear. 

I thank you so much for loving me so very much every single day, 

Always be by my side Daddy, never leave, to you I pray."
Father's Day,You Mean So Much To Me,"How can I ever tell you what how much you mean to me? 

When you are around the grass always seems to be green. 

You lighten up my day with your smile that is so bright, 

Thanks to you we might not even require the stars at night.

Cause the stars are right there into your eyes,

Mom fell in love with them, is definitely no surprise. 

You are the most handsome man I have ever met,

With a heart just as amazing, Daddy you are so perfect."
Father's Day,Nothing can change,"Nothing can change the love 

That I hold for you in my heart 

Dad you have always been there 

For me from the start 

I respect you and I love you a lot 

You always want that success for me 

Thanks for everything dad 

Know that you are special to thee 

Happy Father's day to you 

I simply love you!"
Father's Day,Most amazing dad,"Happy Father's day to the 

Most amazing dad I know 

You are the best one 

You taught me so much 

From being wise to that grace 

From losing to winning a race 

From being patient with things 

To get what I need in life 

Dad you are great 

I so cherish this time

That I spend along with you 

Dad I truly love you 

Happy Father's day to you!"
Father's Day,My love for you,"My love for you can't be expressed 

I am so very impressed 

By your ways to see things 

By your solutions to all the problems,

Your approach towards life 

Your ability to fight and strive 

Dad I wish I could just be like you,

So very perfect and so very true 

I love you, 

Happy Father's day to you!"
Father's Day,My dear father,"My dear father I love you 

For all the things, you have given me 

All the lessons of wisdom that I can see 

I love you when you have the patience 

To solve each problem of my life 

When you push me to do good 

When I struggle and strive 

Dad I love you a lot 

And with my positive thought 

I would like to wish you happy Father's day 

Dad I mean when I say 

You are the world to me!"
Father's Day,You inspire me,"You have inspired me at each stage of life 

Holding my hand each day 

And teaching me things 

Those are true every way 

So thank you to you my loving dad 

As I know that you have that magic 

To make our lives truly great each day 

On this father's day, 

Just want to wish you happiness 

And love all along your way 

Wishing you a happy Fathers day!"
Father's Day,You'll Be Right Behind Me To Pick Me Up,"Your sense of humour is devastatingly so funny,
Your heart dear Daddy, is tender and sweet like honey.
Your warm magical smile is so very divine,
In the deep dark night, it still manages to shine. 
Life by itself has never been perfect, probably never will,
But having a Dad like you, I manage to keep myself chill. 
Because I know that even if I stumble or fall,
You'll be right behind me to pick me up, after all. 
Happy Father's Day to the best Daddy in the world!"
Father's Day,You are truly dear,"Fathers are truly dear to your heart 

They motivate you to get that head start 

Always there to guide you along 

Always inspire you to be strong 

Great fathers live each moment 

In your happiness and your smile 

So today on this special day 

Just want to wish you a while 

Thanks so much for being there 

You are and will remain special 

I love you so much dad 

Wishing you happy Father's day!"
Father's Day,You are the best,"I knew that you are there, 

Backing me from behind, 

All the things that you did for me 

Smiling and being all kind 

Can't ask for more 

As dad you are the number one for me, 

I give you a perfect score 

Thanks for everything! 

Happy Father's day to you!"
Father's Day,You are the super hero,"You are the super hero of my life 

You are the hero of my life 

A friend when I need the most 

At the party when we raise the toast 

You save me from mom's scolding 

You save me from the secret flings 

Can't ask for a better father than you 

My respect for you is so true 

I know that you are special 

I know that you will always be 

Wishing you a very happy father's day! 

You are lovely as can be!"
Father's Day,The time with you,"The years that fly with time 

The ways that are prime 

I never had the courage to tell you oh dad 

That I love you the most 

And I love you forever 

The little that I learned whatever,

Is only because of you, 

With you I feel so blessed 

Everything looks new 

Thanks my dad, 

You are special to me,

Happy Father's day to you!"
Father's Day,Your love is so warm,"Your love is extra ordinary 

Your love is so true 

If I could put in some words 

Then I would like to tell you 

That your place in my life is special 

I have not told you this before 

Dad let me tell you that your 

Love means a lot to me 

It's all the lessons you taught 

Which I learn and see 

Happy Father's day to you 

Have a great day dad 

I wish you all the happiness!"
Father's Day,Playing with me for hours,"Playing with me for hours 

Showing me the real meaning of life 

Motivating me big time 

Giving me the lessons of being wise 

A father is not only a great friend 

But someone you can choose as a role model 

A father's love will not change 

It remains so true and same 

Nothing affects the bond that we share 

Not even the money and fame 

A father remains special 

All through your life 

Help you in your happiness 

Whether you do strive 

Happy father's day to you!"
Father's Day,You are always there,"You are there when I need you 

You are there when I call 

Whatever I remember 

Whenever I recall 

I find you with me and in my task

Of being in the life's glory and bask 

I am so lucky that I have you as my dad 

I swear I am really glad, 

Thanks my dad for being there, 

Happy Father's day to you!"
Father's Day,Daddy you gave me a reason,"Daddy you gave me so many reasons 

To stay so tall in life 

You were the one who used to run 

When I was lost in the sight 

Father you are the reason 

That I have learned so much from life 

You taught me the wisdom 

You gave me the right balance to be 

Whenever you are not around 

I miss your love to thee 

Thank you for a wonderful 

Life and all the wonder ways 

Thank you so much my father 

Happy father's day!"
Father's Day,You're The Craziest Person Ever,"Daddy you're the craziest ever, words are not enough to say,

You amuse us with the raw energy with which you dance and play. 

We always love to have you around because you are so much fun, 

Yet you are so mature at giving advices, that it is to you I always run. 

You're not just my Daddy, but you're my best friend ever,

No matter where I go, a little part of you will live in me forever. 

Happy Father's Day."
Father's Day,I know that you know,"You won't show but I know 

That deep down you care for me 

Things you don't do, 

And want me to do, 

You guide me when there is a problem, 

You are there in every way, 

You may not say, but I know 

That you are there for me

And, this is my only plea

That I get a dad like you 

In every birth and through! 

Happy Father's day to you!"
Nature,Everything looks so perfect,"Everything looks perfect 

When it rains like the sky descends 

The first smell of the rain 

The first smell of that mud 

Your heart yearns a thousand dreams 

Nature has a wonderful role to play 

The rains give us a reason to cheer 

Drops pouring and sound so good 

Sipping that hot cup of coffee along 

Rains make the nature look like heaven 

A perfect way to make a start 

Rains and nature give you a vibe 

That you get lots in that pleasant jibe!"
Nature,Glorious Sun,"The sun rises with its beaming glory,

Everyday it starts with a new story,

The chirping of birds, the sound so sweet,

The sweetness of the pleasant heat,

The summer is here and so is fun,

It says the day has just begun!"
Nature,Wonderful rains,"The wonderful feeling of the rain, 

You tend to forget all your pain,

The pitter patter drops falling on you,

It takes you to another world so new, 

Oh! Why rains make you feel so nice, 

It's a great feeling looking at the falling rain, 

You tend to forget all your worries and pain!"
Nature,Nature is indeed so pretty,"Nature is so beautiful and creations so good 

All the colors of life you can see 

All the shades that let you be 

Nature gives you a feeling of being so real 

Forgetting about the world around you 

The tree that sways gently 

The air that comes on your face 

The rivers flow with an amazing sound 

Sunset also has a grace 

So pretty creation of God it is 

It makes the heart just sets in 

Nature's beauty can't match up 

With anything in life 

It gives you solace of every kind!"
Nature,The winter time is so good,"The winter time is so good 

The snow that falls down the road 

I recollect many things in life 

The snow fall fills the life with color white 

The snowfall gives a positive vibe 

The winter Christmas vibe,

The snowfall makes my snowman 

Makes me feel excited about the sledge sessions 

I just love that white snow on my roof 

It gives me a silent proof 

That nature surely has all the colors 

The most pretty one is color white,

The winter time is good!"
Nature,The beauty of sunset,"The beauty of the sunset,

Tells us something each day, 

That another day has ended today,

The beauty of sunrise, 

Tells us this day is here to stay, 

The wind blowing on the face, 

Tells us life is a running race,

So, get inspired by nature each day, 

To make your way!"
Nature,Colors of life,"The trees of nature depict colors of life,

Every color is a symbol of strive,

In autumn, the leaves so dry, 

Depicts the state of cry,

In summer, the blossomed leaves,

The message is surely deep, 

In rains, the green blue color so bright,

It depicts that life is beautiful, so forget the fright!"
Nature,Captivating nature,"The vivacity of nature is for everyone to see, 

Looking at the scenic views, 

You feel so tranquil and glee,

The high mountains, 

The captivating sky,

Staring at it, and taking a sigh,

Why is nature so beautiful?

God's creation is truly wonderful!"
Nature,Flowers so Beautiful,"The flowers so beautiful depict colors of life,

Wonderful colors of autumn so bright,

The butterfly finding its own way,

To the flower, it has much to say,

The bee finding its nectar so pure,

The flower pulls it towards allure,

The flowers so beautiful depict colors of life!"
Nature,As you look,"As you look at the bay, 

You will notice the horizon, 

The sound of the waves so sweet, 

The cool winds and the beat, 

The rhythm of the sea has music, 

Keep listening to it, 

Looking at the sea, for hours you can sit!"
Nature,The flowers when they bloom,"The flowers when bloom in full glory 

The fields when look so green 

The trees that sway with fruits in it 

The hilly air which remains

The mountains that touch the sky 

It makes the world look so high

The nature and its natural glory 

Makes everything looks so pretty 

The scenic sight that makes my day 

Wish to stay this way forever 

Whether in December or in the month of May 

Nature is always beautiful!"
Nature,Nature so beautiful,"The serenity of the nature so quiet,

The sound of the enchanting tide,

The pictorial view takes your breath away, 

The scenic beauty of the bay, 

The beauty of nature is a captivating sight, 

Looking at it, you can forget your entire plight!"
Nature,Look outside the window,"As I look outside my window,

I watch the moon so bright,

The stars twinkling in this quiet night,

The wind blowing on my face, 

The darkness of night and its pace,

Nature can be so peaceful at times,

As pleasant as the sound of chimes!"
Nature,As you look,"As you look at the bay, 

You will notice the horizon,

The sound of the waves so sweet,

The cool winds and the beat, 

The rhythm of the sea has music, 

Keep listening to it, 

Looking at the sea, for hours you can sit!"
Nature,So wonderful,"The chirping birds make sound so sweet, 

The clear blue sky oh! So high,

The sea is so deep and intense, 

The many gardens and their fence,

The mountains so big and huge, 

The forests giving out some clues, 

The intensity of the wind and air, 

Tells us, look around, something is there, 

Yes, I am nature, and love me to the core,

Yes I am nature!"
Nature,The time of the day which is all bright,"My favorite time of the day is night 

When there is darkness but still so bright 

The constellation of the stars 

Makes up for the most amazing sight 

The moon when shines in its glory 

Gives a radiance and peace along 

Night time feels so good and graceful 

There is silence in the air 

Wherever you look same thing you will feel 

In the darkness of the night that reel 

Many emotions untold in the heart 

Night time is my favorite part 

My favorite time of the day!"
Nature,When you look at the sun,"When you look at the sun set, 

There are varied colors along 

Blue for the sky so deep 

Red color for the day to end 

The color of sun that fades away 

Gives a message that day is going to end 

To make way for the moon so bright 

To make way for the thousand lights 

The pretty sight of the stars 

Making your heart loom and far 

Natures beauty is so graceful 

Nothing can be compared with it!"
Nature,Lovely tree standing at that side,"Lovely tree standing at corner of my house 

Gives me air when the wind blows

Gives me so much shade in the sun 

Gives me the fruits that I want

Gives me solace that I need in thoughts 

The tree standing at corner of my house 

Gives me vibes so cool and well 

That I forget everything in life 

The tree gives me a strange respite 

I love the tree and nature along 

It gives me peace like a wonderful song 

That tree at corner of my house!"
Nature,The fresh air that comes on my face,"The fresh air which comes on my face 

The scenic snow clad mountains have grace 

Those flowers blooming so bright 

Making me feel so relaxing and calm 

The river that flows in between 

The warm sun that makes an amazing sight 

You feel out of the world 

You truly feel all right 

The fresh scenic view that I see 

Makes me forget everything in the world 

I feel so fresh and have that glee 

Nature is truly so pretty 

Nature is really so awesome to see 

Nature is just so lovely!"
Nature,The mountains look so green,"The mountains look so wonderful 

Covered with the layer of green 

It makes me feel just awesome 

That cover which looks so white 

My mood gets bright seeing the tree 

My mood gets bright seeing the scenic view 

I want to spend my time 

Looking at this wonderful nature which 

Makes me forget all my stress 

Makes me forget who I am 

Nature a beautiful creation of Almighty 

It makes you forget everything 

Just makes up for a pretty scene!"
Nature,Natural Beauty,"Natural beauty is so enticing,

It captivates the attention, it's so mesmerizing,

The vivid oceans and the sky,

It looks so good and high,

The beautiful scenic view,

Everything seems awesome and new,

Everything is as beautiful as the dew!"
Winter,The long and chilly day,"The long winter and chilly day 

You know that winter is on the way 

You feel the cold and feel so warm 

There is a kind of brightness in the air 

Winter chill is everywhere 

That snow and that rain and dew 

The white blanket of the snow 

The lovely fire place and candles 

Increase the lovely winter glow 

Winter is the best season of the year 

Where you can feel good and cheer 

Happy winter season 

Fun has just begun!"
Winter,Get that tick,"Get tickled by the snow, 

There are many things to know, 

You know the winter is here, 

When the color is white, 

There is nothing to worry, 

Because pleasant is the sight, 

Winter is finally here to stay, 

Making you feel like good today, 

Happy winter season!"
Winter,Snow every where,"Everywhere there are snowflakes, 

White is the color of every lake, 

The cars are too flooded with snow, 

There are many things to know, 

Winters are finally setting in, 

So, it's time to cover your skin, 

Winters are here again!"
Winter,The winter bliss,"The winter bliss is here to stay, 

The pleasant vibe in the air, 

The snow falling on the ground, 

There is serenity every where 

Yes! Winters are finally here, 

And they do bring in cheer 

Happy winter season!"
Winter,It is truly chilly,"Winters are truly special,

Because they bring in lots of joy, 

In the snow clad regions, 

Where you can enjoy, 

Spend time with your family, 

And get that calming serenity 

Winters are really cool

Happy winter season!"
Winter,It might be the coldest time,"It might be the coldest season of all 

But it's the warmest season in all 

With that sip of warm cocoa 

With that coats to go along 

When you feel so loved during holidays 

When you get to experience the chill 

When you get to feel for a reason 

Perhaps winter is the best season 

It is this warmness that reflects 

And happiness which can be seen on face 

Winter has a different grace 

Happy winter season to you 

Enjoy it way and through!"
Winter,Winter is the best season,"Winter is the warmest season 

Winter looks so awesome with reason

Winter brings in that brightness in the air 

Winter brings in that spirit which is there 

It's the time when holidays begin 

It's the time to spend with family 

May this winter season be good for you 

With chilly white blanket of snow

Of the love around and new 

May this winter be happy for you 

Wishing you a lovely winter season!"
Winter,The cold winter breeze,"The cold winter breeze makes your 

Heart so warm by the day 

There is peace and dark in the night 

There is hope in the heart that it brings 

Winter is a pleasant time 

So feel the radiance of the season 

You will have no reason just to smile 

Looking at the white blanket of snow 

Winter is the time to relax, 

So that you have that chilly glow 

Happy winter season to you oh dear

Feel that chill and that cheer!"
Winter,It is a feeling so warm,"It is time to feel warm in the wool 

It is time to make that lovely snowman 

It is time to let go of all the things 

It is time to hope some new 

It is time to let go of the old 

It is time to tell things untold 

Winter is a wonderful time 

Just love the spirit of the winter season 

And you will feel all bright 

Happy winter season to you!"
Winter,It is winter time,"The pair of woolen sock, 

The pine trees inside the home, 

Christmas comes in here, 

You know that it is the winter time, 

The time to greet and dine, 

When everything is white, 

When everything is a cool sight, 

Winter is here!"
Winter,It is blanket of snow,"It is the blanket of snow everywhere 

With the warm kindle of the fire 

It's the heart that stays so warm 

It's the season to spread some joy 

So wear your jackets and trench coats 

And walk up heel and high 

The warmness of the love will prevail 

There will be something to cheer about 

May this winter you be blessed 

With everything you want 

Happy winters' to you 

Feel so lovely and so new 

As winters are finally here!"
Winter,There is snow all over the place,"There is snow all over the place I see 

And there is chilled air blowing on my face 

The winter magic is here to stay 

Feeling cozy and feeling warm all day 

Inside my blanket as I snuggle 

And read that book which I like 

This is a magic of winter alike 

Feeling so wonderful and feeling so nice 

The winter magic is back 

So be prepared to enjoy 

Happy winter season to you!"
Winter,Winter season is all about,"Winter season is all about that thrill 

When you step out to cut that snow 

When you sit across the fire place 

When you know that things will change 

Winter gives a sense of staying fine 

When you know that season will 

Bring lots of cheer in the heart 

Winter will for sure bring that start 

Which you were longing for all the while 

Winter is the best time 

To kindle the spirit in your life 

Happy winter season 

Happy holiday season!"
Winter,There is a kind of peace,"There is some kind of peace 

There is some kind of solace you find 

A reason for you to stay in time 

Feel that peace in the white blanket of snow 

As you look at the dark blue sky 

Feel that winter vibe which will 

Give you the chill that you will want 

Feel good as it is the start of another holiday season 

Where you will have all the reason to cheer 

Feel the winter my dear, as it is already here 

Wishing you happy winter time 

Wishing you happy winter time!"
Winter,The wonder and the winter is here,"The wonderful and cold winter night

When the stars will shine all bright 

Gaze at the stars and feel the chill in the air 

When there is peace of mind all over the place 

Something lovely about that grace 

Winter fun has just begun and there is 

The chilled air blowing all through 

Are you ready to grace the change 

Because winter is finally here 

So enjoy this pleasant time oh dear 

With hot chocolate shake and cheer 

Happy winters!"
Winter,Winter cheer,"Winter spreads in the white sheet, 

It is the time to greet, 

Winter with some woolen clothes, 

Winter brings in Christmas hopes, 

Winter is the time to rejoice, 

Winter is the time to spread the joy, 

Because winters are awesome!"
Winter,That blanket of snow,"The blanket of that snow 

Things that take it to the glow 

Your feel the chill in the air

But inside you know there is warmth 

Winter feels are so very pleasant 

Winter feels are so good 

Everything is covered in white 

Everything looks more bright 

Winter season is finally here 

So embrace it with a good cheer 

Winter season is finally here 

Happy winter season to you!"
Winter,That icy feeling that I have,"That icy feeling that I have in mind 

I can see snow all over the place 

On the roads and on the window pane 

Snowman standing in front lane 

The warmth of that cozy fire place 

And that hot and soupy soup to grace 

Winter is surely fun with everyone around 

There is something magical that surrounds 

I love the winter cheer 

Do you also love it dear 

Enjoy the winter time 

A very cool time

Happy winters!"
Summer,Sunny days are back again,"Sunny days are back again 

The clear blue sky and high 

Feeling of that warmness in the air 

But there is brightness in the air 

Sunny days are back again 

With things that get to see 

So feel that warmness and the light 

For summer is a way to bright 

Summer season is surely fun 

As it brings along a new light 

Happy summer season!"
Summer,The clear blue bright sky,"The clear blue and bright sky 

The sunlight on your face 

Feel the freshness in the air 

There is a cheer and grace 

Do the things you love to do 

Feel the colorful vibe 

It's the summer vibe that is here 

So do things that are so dear 

As it's the summer time 

Happy summer season to you!"
Summer,Summer is all about winds,"Summer is all about the windy air 

But with warmness of the sun 

Summer is spending some awesome family time 

With all the cheer and fun 

Summer is all about the pancakes

And about the chocolate shakes

This summer as you enjoy to fullest 

Have some summer foods for the sake 

Enjoy the overwhelming summer time 

Happy summer season to you!"
Summer,It is such a bright day,"It is a bright day 

It feels so lovely today 

Summers surely have a great charm 

When sunlight comes pass the way 

I can open my heart to this 

Stand along for the fresh air on my face 

Summers feel so good 

There is brightness and a light 

Summers are the best 

It brings a lot of zest 

Happy summer time to you!"
Summer,Summer is surely hot,"Summer is surely hot 

It feels so warm in the day 

But it also has a pleasant vibe 

This simply makes your day 

Summer has the right feel 

To brighten up your day 

It brings so much happiness 

Just like the sunshine all your way 

Summer is perfect as can be 

As perfect as you can feel 

Summer time is here to stay 

So make it pleasant every way!"
Summer,Take along your family for fun,"Take along your family for a beach holiday 

Soak in some fun and water activities 

It is the time to tan a bit so wear your lotion 

And also do not forget to wear the swimming suit 

Summers are fun as you get to spend a lot of time 

With your family and all your loved ones 

Make a plan as summer season is here 	

Do all the things that you want oh dear

Plan a bucket list and you can flaunt 

The summer season with style and some cheer,

Summers are the time to enjoy, 

And summers are finally here!"
Summer,Long days are here,"Summer days are really long, 

As you sing your favorite summer song, 

The heat of sun can impact the skin, 

With that sweat and that grin, 

Summers are the time to rejoice, 

With some wholesome family joys, 

Coz summers are here to stay, 

Enjoy summers!"
Summer,The heat above your head,"The heat above the head 

The birds flying so high

Wherever you look smiling through 

You will notice the clear blue sky 

The feel of summer season is such 

You feel so happy and so nice 

Summers surely pep your mood 

To make you feel so alright 

Look at the summer sky 

And feel so good and so high 

Summers are surely good 

Happy summer season to you!"
Summer,Some hot air,"Summers are here with chirping of birds, 

The hot air flowing through the bay, 

Cooling drinks give some respite, 

To make some play some way, 

Summers are the time to chill, 

With some awesome thrill, 

Summers are time to relax, 

Enjoy your summer break!"
Summer,The time to cheer aloud,"The time to cheer aloud 

The time when you can play 

On the beach with your loved ones 

And do what your heart say

There is no one to see here 

There is nothing as such to see 

Only the sunlight passing the home 

And clear blue sky as can be 

Summers are finally here 

So have a good summer time

As it's the most amazing time

Happy summer time!"
Summer,It is the best time to play and cheer,"It's that time of the year my dear 

When you can head to a beach without fear 

In that super swimming gear of yours 

To soak in the sun and get some tan 

But things can get hot with the heat 

Summer sun is tough to beat 

Just stay cool in your mind and wear cool clothes 

To enjoy the season with hope 

Summers bring a unique joy 

There are many ways to enjoy 

Get going with that summer fun 

As the season has just begun, 

Soak up to some summer heat, 

It will be a loving fleet!"
Summer,Hot summers,"Hot summer time, 

There is something to whine, 

As the temperature will soar, 

There would be heat some more, 

Summer time is surely hot, 

It's the time when no thought, 

Comes in mind, 

But, summers are also time to unwind, 

So enjoy the season with cheer, 

Happy summer oh my dear!"
Summer,Are you summer ready and prepared,"Are you summer ready and have a way to cool 

The sun will shine as bright as it can 

But you will have to understand 

So stay in your tees and shorts 

And you will get an idea of fun 

Summer season is about to begin 

Spend great time with your loved ones 

Head to a vacation and explore 

Summer time is fun for sure 

Have lots of moments in the sun

This summer season my dear,

Wish you happy summers, 

For all the good times to come!"
Summer,You may feel the sunlight,"You may feel the sunlight and heat 

Because the summer days are long 

You may feel the air so fresh 

Look at the clear blue sky 

There are many reasons to cheer 

As summer is finally here 

So do the things you love to 

Feel so awesome oh my dear 

Happy summer season to you 

Feel so amazing and new!"
Summer,Hair may get lighter for sure,"Hair may get lighter for sure 

Your skin may also get a tan 

The water around may get so warm

And the cheer may also get louder 

The summer season is surely fun 

It brings so much brightness on the face 

You feel so awesome all the way 

As summer is always here to stay 

Happy summer season to you 

For a time as happy as you!"
Summer,Oh this heat,"Oh the sweltering heat is here, 

Coz it's the summer season, 

There is no need or reason, 

Summer season is for some fun, 

Summers are there to enjoy, 

Summers are to take a break, 

From the routine of life, 

A break from the strive, 

Summer season is finally here!"
Summer,The planning and those summer dreams,"The planning and thinking of the summer holiday 

Is often tough to sort and stay 

But summers give a chance top explore 

All the things that we want to do 

This summer season get some time 

As you soak in the sun for some fun 

Do not forget to head to a beach 

Do not forget to have some fun 

Summer season has just begun, 

Do something for your loved ones 

Summers are a great time 

When you can just be yourself 

Happy summer season, 

It is the time to soak in some heat!"
Summer,Go on the beach with family,"Go on the beach with your family 

And play with some mud and clay 

Look up in the sky my dear 

You will see a clear blue day 

Sunlight will make you warm

Also give you a reason to cheer 

As it is the super summer season my dear 

Happy summer season to you 

Have a jolly good day 

Just like the fresh summer dew!"
Spring,Do not feel dull any more,"Do not feel dull any ore 

No not, feel so gloom anymore 

Super springtime is here 

To bring along a new cheer 

The sun will shine so bright 

To make you feel all the light 

Spring time will be so great 

It will be the time of your life 

Spring is a great time 

So feel that radiance and that glow

Winters are over in a blow 

So embrace this new time in light 

So wonderful and so bright 

Its super spring time!"
Spring,You do not need woolens anymore,"Don't need those sweatshirts anymore 

Do not need that fire place 

It's the super spring time 

A time to up your pace 

Have fun with your family for sure 

Have fun all along the time 

It's the super spring time for you 

A time when things will be destined 
	
Super spring time it is 

A time when you can have your say 

The sunshine will be with you
 
All along and every way 

So smile and have a reason 

It is the super spring season 

A season to be happy all along 

Happy spring time to you!"
Spring,Listen the birds are singing,"Listen the birds are happy 

They are flying in the clear sky 

Listen the pets are happy 

They have a place to play 

Listen the plants are happy 

As they have the sunlight too

Spring time really feels so good 

As everything seems so new 

Spring is super awesome time

Happy spring season to you!"
Spring,It is the spring summer time,"Its spring time so are you ready?

To soak in that lovely sunshine 

It's the time to clear your garden 

And do things in the prime 

A time you can just spend with loved ones 

A time as loving as you are in life 

Sunlight and things ahead 

Will give you a reason to smile 

Your world will be so bright 

As you will see that light 

Spring is the best time in life 

As you will have a stay 

With all the things that come in the day 

Happy spring time!"
Spring,A happy spring song it is,"A happy spring season brings so much joy 

You have host of things to do and enjoy 

Soak in the spirit of the sun 

Look at the lovely flowers blooming their way 

Go for a walk out of your home 

Feel the fresh hot air on your face 

Spring time is surely a great time 

So have so much fun your way 

Happy spring season to you 

It's a season of joy so new!"
Spring,The colors of life,"Red, yellow and awesome pink, 

It makes you think, 

Oh what a beautiful nature it is, 

It is the time of spring, 

When the bees are buzzing on the flower, 

To find the nectar, 

When fresh seems everything around, 

When there is positivity that surrounds, 

Spring is finally here!"
Spring,The sun seems happy,"The sun seems so happy today, 

The beautiful flowers on the way, 

Swaying to the colors of life, 

When everything is so calm and bright, 

There is no need to feel the fright, 

Coz the feeling of spring is here, 

Yes, spring season is finally here!"
Spring,There is a bloom in the air,"The flowers are blooming right 

There is a spark in the air 

Things are just more bright 

When you know that things are there 

Something just stays with you

Something that connects in time 

Spring season is the best time 

To enjoy with everyone along 

Spring is the best time 

To have a great time 

So bloom like the flower and say 

Spring is the season for cheer 

Have a happy season along 

Happy spring time to you!"
Spring,Do away with the coolness,"Do away with the coolness 

Do away with that white sheet 

Now is the time to flaunt your skill

To play ready in the sun 

It's the spring time my friend 

So let the challenge begin

Everything seems so happy 

Everything seems so good 

It is the super spring time 

Do enjoy the season 

Far away from the firewood 

Happy spring time!"
Spring,Spring is back again,"Winters are going and almost gone 

Now is the time for splendid bloom 

You know that everything will be great 

When you have a reason to stay 

Spring time means time for fun 

When you can also play 

Lots of time outdoors with family 

And friends also along with you 

Spring time will be all fun 

When you will have a say 

Its super spring time 

A time when you can have your say 

So enjoy this season all along 

Happy spring time to you!"
Spring,Spring time is so much fun,"Winter time is surely a fun time 

But spring season is the best 

You can do what your heart tells you

There is no sheet of the white 

Everything looks so pleasant in there 

Everything looks so bright 

Spring season is surely the best time 

To soak in the sunlight 

Enjoy this spring season oh my dear 

Do not forget to pass the cheer 

Happy spring time!"
Spring,Summers are here to stay,"Great days are here to stay 

Sunny weather along the way 

There is no white sheet of 

Blanket to make you feel so gloom

There are so many colors of life 

In the form of flowers that bloom 

Indeed, it's a special time 

For you to have some fun along 

So have a great time with your family 

Feel blessed to enjoy this time 

Spring is special and spring is fun 

It's the time to feel so good 

Spring time is here and how 

To make you smile all through 

Happy spring time to you!"
Spring,Budding leaves,"Leaves are budding every where, 

Flowers which blossom in might, 

Spring is the time, 

When colorful is every sight, 

Yes, it is the season of joy, 

Spring brings in new hope, 

It gives us a new scope, 

Enjoy the spring season!"
